"Publisher","Publisher ID","Event ID","Start Time","Activity","Event Title","Total Views (web)"
"Nova Sports Media Team","pub27ff1caea3","gam4e2f38517f","Jan 05, 2026 - 7:30 PM","Basketball","Varsity Boys Basketball | Westfield High School vs. Patriot High School","584"
